URL,Category,Language,Title,Meta_Description,Word_Count,Link_Count,Image_Count,Video_Count,Has_Ads,Domain_Age,Payment_Present,Login_Present,User_Comments,Cookies_Present,H1_Count,H2_Count
https://01nintendo.com,games,ja,01Nintendo,やっと予約が開始されましたね。 エルデンリングは遊ばざるを得ない！！ MOTHERシリーズ MOTHER3 攻略 MOTHER2 攻略 MOTHER 攻略 ドラゴンクエストシリーズ ドラゴンクエスト３,379,132,13,0,1,20,0,0,1,0,1,0
https://07video.com,games,zh-CN,2024新奥资料1688-免费完整资料,"2024新奥资料1688是一家专业提供2024新奥资料1688免费高清資料的APP，2024新奥资料1688在这里您可以随意选择喜欢的開獎信息資料,2024新奥资料1688欢迎你欢迎您收藏网址不迷路！",130,104,27,0,0,9,0,0,0,0,2,7
https://0en.net,games,ja,DDPS | 高性能なホスティングサービス,DDPSは、大容量&高速なネットワークを提供しており、DDoS攻撃対策付きのレンタル、VPS(仮想サーバー)が2GB月額740円〜と低価格！国内や海外に20拠点以上！機能やサービスは充実しており、DDoS攻撃対策や専用サーバーもご提供しております。,248,71,7,0,0,22,0,0,0,0,3,4
https://10001games.fr,games,fr,Jeux gratuits - Nouveaux Jeux sur 10001Games.fr,Jeux gratuits - Games: Jouez gratuitement à des nouveaux jeux en ligne aujourd'hui. Visitez le site 10001games.fr,281,88,57,0,0,14,1,0,0,0,1,0
https://10001.games,games,en,The most popular game library is available online | 10001.Games,More fun Android/IOS popular apps and online games - come to 10001.Games to explore and discover with more game lovers.,1410,394,398,0,1,2,0,1,1,0,0,3
https://1000her.cz,games,cs,Počítačové a Online Hry Zdarma - PC a herní konzole,Počítačové a Online Hry Zdarma - PC a herní konzole,710,95,13,0,0,N/A,0,0,0,1,9,3
https://1000hier.sk,games,cs,Počítačové a Online Hry Zdarma - PC a herní konzole,Počítačové a Online Hry Zdarma - PC a herní konzole,710,95,13,0,0,3,0,0,0,1,9,3
https://1000juegosfriv.com,games,es,1000 Juegos Friv | Juegos Friv Gratis Online,Entra y juega los mejores Juegos Friv online gratis en nuestra web 1000 Juegos Friv. Tenemos miles de juegos para que la diversión no acabe.,217,62,36,0,1,11,0,0,0,0,1,1
https://1000webgames.com,games,en,"1000 Games - Free Games To Play Online, Mobile Games","Play 1000 games at 1000webgames.com. Best online games and web games to play for free. More than 1000 free games to play. Cool games like  car games, driving games, racing games, puzzle games, shooting games and more web games.",511,136,51,0,1,16,0,0,0,0,1,3
https://1001games.com,games,en,1001Games - Play 3500 free online games!,The newest and best games gathered on 1 website! Our site contains more than 3500 games!,610,290,84,0,0,21,0,1,1,0,1,3
https://1001games.de,games,de,1001 Spiele - 1001 kostenlose Online-Spiele auf 1001Games.de!,Auf 1001Games.de spielen Sie 1001 kostenlose Online-Spiele für Jung und Alt. Jeden Tag die besten neuen Spiele!,245,243,2,0,0,N/A,0,0,0,0,1,0
https://1001games.fr,games,fr,Jeux en ligne sur 1001Games.fr. Les meilleurs jeux en ligne disponibles sur ce site! Jeux gratuits,"Jouez gratuitement sur 1001Games.fr. Une très grande collection de jeux Flash et Java gratuits, dans de nombreuses categories.",77,167,150,0,0,17,0,1,1,0,0,0
https://1001games.tw,games,zh-Hant-TW,壹佰小說-免費小說在線繁體小說,"免費小說繁體小說,更多好看的小說繁體小說儘在壹佰小說，壹佰小說致力於打造全網第一繁體廣告的在線小說繁體小說網站，提供小說手機在線繁體小說，網站繁體廣告頁麵簡潔清爽。",N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
